NM_000014.6	A2M
NM_025238.4	BTBD1
NM_025239.4	PDCD1LG2
NM_025241.3	UBXN6
NM_025243.4	SLC19A3
NM_025244.4	TSGA10
NM_025245.3	PBX4
NM_025246.3	SLC35G2
NM_025247.6	ACAD10
NM_025248.3	SRCIN1
NM_025250.3	TTYH3
NM_025251.3	ARHGAP39
NM_025257.3	SLC44A4
NM_025258.3	VWA7
NM_025261.3	LY6G6C
NM_025262.3	LY6G5C
NM_025263.4	PRR3
NM_025264.5	THUMPD2
NM_025265.4	TSEN2
NM_025268.4	TMEM121
NM_030567.5	PRR7
NM_030568.5	KHDC1
NM_030569.7	ITIH5
NM_030571.4	NDFIP1
NM_030572.4	SPX
NM_030573.3	THAP7
NM_030576.4	LIMD2
NM_030577.3	TMEM177
NM_030578.4	B9D2
NM_030579.3	CYB5B
NM_030581.4	WDR59
NM_030613.4	ZFP2
NM_030615.4	KIF25
NM_030622.8	CYP2S1
NM_030624.3	KLHL15
NM_030625.3	TET1
NM_030626.3	LRRC27
NM_030627.4	CPEB4
NM_030628.2	INTS5
NM_030630.3	HID1
NM_030631.4	SLC25A21
NM_030632.3	ASXL3
NM_030636.3	EEPD1
NM_030640.3	DUSP16
NM_030641.4	APOL6
NM_030642.1	APOL5
NM_030645.3	SH3BP5L
NM_030647.2	KDM7A
NM_030648.4	SETD7
NM_030649.3	ACAP3
NM_030650.3	LNPK
NM_030651.4	PRRT1
NM_030652.4	EGFL8
NM_030653.4	DDX11
NM_030662.4	MAP2K2
NM_030663.3	SMCP
NM_030665.4	RAI1
NM_030666.4	SERPINB1
NM_030667.3	PTPRO
NM_030674.4	SLC38A1
NM_030752.3	TCP1
NM_030753.5	WNT3
NM_030754.5	SAA2
NM_030755.5	TMX1
NM_030758.4	OSBP2
NM_030759.5	NRBF2
NM_030760.5	S1PR5
NM_030761.5	WNT4
NM_030762.3	BHLHE41
NM_030763.3	HMGN5
NM_030764.4	FCRL2
NM_030765.4	B3GNT4
NM_030768.3	ILKAP
NM_030769.3	NPL
NM_030770.4	TMPRSS5
NM_030771.2	CCDC34
NM_030772.5	GJA9
NM_030773.4	TUBB1
NM_030774.4	OR51E2
NM_030776.3	ZBP1
NM_030777.4	SLC2A10
NM_030780.5	SLC25A32
NM_030782.5	CLPTM1L
NM_030783.3	PTDSS2
NM_030784.4	GPR63
NM_030785.4	RSPH6A
NM_030786.3	SYNC
NM_030787.4	CFHR5
NM_030788.4	DCSTAMP
NM_030790.5	ITFG1
NM_030791.4	SGPP1
NM_030792.8	GDPD5
NM_030795.4	STMN4
NM_030796.5	VOPP1
NM_030797.4	CYRIA
NM_030798.5	RCC1L
NM_030799.9	YIPF5
NM_030801.5	MAGED4B
NM_030802.4	FAM117A
NM_030803.7	ATG16L1
NM_030805.4	LMAN2L
NM_030806.4	C1orf21
NM_030808.5	NDEL1
NM_030809.3	CSRNP2
NM_030810.5	TXNDC5
NM_030811.4	MRPS26
NM_030812.3	ACTL8
NM_030815.3	PDRG1
NM_030816.5	ANKRD13C
NM_030817.3	APOLD1
NM_030818.4	YJU2B
NM_030819.4	GFOD2
NM_030820.4	COL21A1
NM_030821.5	PLA2G12A
NM_030824.3	ZNF442
NM_030876.6	OR5V1
NM_030877.5	CTNNBL1
NM_030882.4	APOL2
NM_030883.5	OR2H1
NM_030891.6	LRRC3
NM_030893.4	CD1E
NM_030895.3	ZNF696
NM_030899.5	ZSCAN31
NM_030901.2	OR7A17
NM_030903.3	OR2W1
NM_030904.2	OR2T1
NM_030905.3	OR2J2
NM_030907.4	CPLANE2
NM_030908.2	OR2A4
NM_030911.4	CDADC1
NM_030912.3	TRIM8
NM_030913.6	SEMA6C
NM_030914.4	URM1
NM_030915.4	LBH
NM_030916.3	NECTIN4
NM_030917.4	FIP1L1
NM_030919.3	FAM83D
NM_030920.5	ANP32E
NM_030922.7	NIPA2
NM_030923.5	TMEM163
NM_030924.5	ACSBG2
NM_030926.6	ITM2C
NM_030928.4	CDT1
NM_030929.5	KAZALD1
NM_030930.4	UNC93B1
NM_030931.4	DEFB126
NM_030933.4	SHCBP1L
NM_030934.5	TRMT1L
NM_030935.5	TSC22D4
NM_030936.4	RNF32
NM_030937.6	CCNL2
NM_030938.5	VMP1
NM_030939.5	C6orf62
NM_030940.4	ISCA1
NM_030941.3	REXO5
NM_030943.4	AMN
NM_030946.2	OR14J1
NM_030948.6	PHACTR1
NM_030949.3	PPP1R14C
NM_030952.3	NUAK2
NM_030953.4	TIGD6
NM_030954.4	RNF170
NM_030955.4	ADAMTS12
NM_030956.4	TLR10
NM_030957.4	ADAMTS10
NM_030958.3	SLCO5A1
NM_030959.3	OR12D3
NM_030960.3	SPACA1
NM_030961.3	TRIM56
NM_030962.4	SBF2
NM_030965.3	ST6GALNAC5
NM_030966.2	KRTAP1-3
NM_030967.3	KRTAP1-1
NM_030968.5	C1QTNF1
NM_030969.5	TMEM14B
NM_030971.4	SFXN3
NM_030973.4	MED25
NM_030974.4	SHARPIN
NM_030976.1	KRTAP4-6
NM_030978.3	ARPC5L
NM_030979.3	PABPC3
NM_030981.3	RAB1B
NM_031157.4	HNRNPA1
NM_031200.3	CCR9
NM_031206.7	LAS1L
NM_031208.4	FAHD1
NM_031209.3	QTRT1
NM_031210.6	SLIRP
NM_031212.4	SLC25A28
NM_031215.3	CABLES2
NM_031217.4	KIF18A
NM_031218.4	ZNF93
NM_031220.4	PITPNM3
NM_031229.4	RBCK1
NM_031232.4	NECAB3
NM_031246.4	PSG2
NM_031263.4	HNRNPK
NM_031266.3	HNRNPAB
NM_031272.5	TEX14
NM_031273.2	TEX13B
NM_031274.5	TEX13A
NM_031275.4	TEX12
NM_031276.3	TEX11
NM_031277.3	RNF17
NM_031279.4	ETNPPL
NM_031280.4	MRPS15
NM_031281.3	FCRL5
NM_031282.3	FCRL4
NM_031283.3	TCF7L1
NM_031286.4	SH3BGRL3
NM_031287.3	SF3B5
NM_031288.4	INO80B
NM_031290.4	CCDC70
NM_031291.4	SLC25A31
NM_031292.5	PUS7L
NM_031293.3	PMFBP1
NM_031294.4	DRC3
NM_031296.3	RAB33B
NM_031297.7	RNF208
NM_031298.4	EMC6
NM_031299.7	CDCA3
NM_031300.4	MXD3
NM_031301.4	APH1B
NM_031307.4	PUS3
NM_031308.4	EPPK1
NM_031309.6	SCRT1
NM_031310.3	PLVAP
NM_031311.5	CPVL
NM_031313.3	ALPG
NM_031370.3	HNRNPD
NM_031372.4	HNRNPDL
NM_031407.7	HUWE1
NM_031409.4	CCR6
NM_031412.4	GABARAPL1
NM_031414.5	STK31
NM_031415.3	GSDMC
NM_031418.4	ANO3
NM_031419.4	NFKBIZ
NM_031420.4	MRPL9
NM_031421.5	ODAD4
NM_031422.6	CHST9
NM_031426.4	AIF1L
NM_031427.4	DNAL1
NM_031430.3	RILP
NM_031431.4	COG3
NM_031432.5	UCK1
NM_031433.4	MFRP
NM_031435.4	THAP2
NM_031438.4	NUDT12
NM_031439.4	SOX7
NM_031440.2	RTP3
NM_031442.4	TMEM47
NM_031443.4	CCM2
NM_031446.5	C18orf21
NM_031448.6	C19orf12
NM_031449.4	ZMIZ2
NM_031452.4	RAMAC
NM_031453.4	FAM107B
NM_031454.2	SELENOO
NM_031455.4	CCDC3
NM_031457.2	MS4A8
NM_031459.5	SESN2
NM_031460.4	KCNK17
NM_031461.6	CRISPLD1
NM_031462.4	CD99L2
NM_031463.5	HSDL1
NM_031464.5	RPS6KL1
NM_031467.3	SLC4A9
NM_031468.4	CALN1
NM_031469.4	SH3BGRL2
NM_031471.6	FERMT3
NM_031474.3	NRIP2
NM_031475.3	ESPN
NM_031476.4	CRISPLD2
NM_031477.5	YPEL3
NM_031478.6	TLCD3B
NM_031479.5	INHBE
NM_031480.3	RIOK1
NM_031481.3	SLC25A18
NM_031482.5	ATG10
NM_031483.7	ITCH
NM_031484.4	MARVELD1
NM_031485.4	GRWD1
NM_031486.4	ZNF484
NM_031488.5	L3MBTL2
NM_031490.5	LONP2
NM_031491.4	RBP5
NM_031492.4	RBM4B
NM_031844.3	HNRNPU
NM_031854.3	KRTAP4-12
NM_031857.2	PCDHA9
NM_031866.3	FZD8
NM_031885.5	BBS2
NM_031886.3	KCNA7
NM_031889.3	ENAM
NM_031890.4	TMEM121B
NM_031891.4	CDH20
NM_031892.3	SH3KBP1
NM_031894.3	FTHL17
NM_031895.6	CACNG8
NM_031896.5	CACNG7
NM_031898.3	TEKT3
NM_031899.4	GORASP1
NM_031900.4	AGXT2
NM_031901.6	MRPS21
NM_031902.5	MRPS5
NM_031903.3	MRPL32
NM_031904.5	FRMD8
NM_031905.5	ARMC10
NM_031907.3	USP26
NM_031908.6	C1QTNF2
NM_031909.3	C1QTNF4
NM_031910.4	C1QTNF6
NM_031911.5	C1QTNF7
NM_031912.5	SYT15
NM_031913.5	ESYT3
NM_031916.5	ROPN1L
NM_031917.3	ANGPTL6
NM_031918.4	KLF16
NM_031921.6	ATAD3B
NM_031923.4	TAF3
NM_031924.8	RSPH3
NM_031925.3	TMEM120A
NM_031934.6	RAB34
NM_031935.3	HMCN1
NM_031937.3	TBC1D10A
NM_031938.7	BCO2
NM_031939.6	MRO
NM_031941.4	USHBP1
NM_031942.5	CDCA7
NM_031944.3	MIXL1
NM_031946.7	AGAP3
NM_031947.4	SLC25A2
NM_031948.5	PRSS27
NM_031949.5	TTLL2
NM_031950.4	FGFBP2
NM_031952.4	SPATA9
NM_031954.5	KCTD10
NM_031955.6	SPATA16
NM_031956.4	TTC29
NM_031957.2	KRTAP1-5
NM_031958.2	KRTAP3-1
NM_031959.3	KRTAP3-2
NM_031960.3	KRTAP4-8
NM_031961.3	KRTAP9-2
NM_031962.3	KRTAP9-3
NM_031963.3	KRTAP9-8
NM_031964.2	KRTAP17-1
NM_031965.2	HASPIN
NM_031966.4	CCNB1
NM_031989.5	PCBP2
NM_032012.4	TMEM245
NM_032013.4	NDRG3
NM_032014.3	MRPS24
NM_032015.5	RNF26
NM_032016.4	STARD3NL
NM_032018.7	SPRTN
NM_032019.6	HDAC10
NM_032020.5	FUCA2
NM_032023.4	RASSF4
NM_032025.5	EIF2A
NM_032026.4	TATDN1
NM_032027.3	TM2D1
NM_032028.4	TSSK1B
NM_032036.3	IFI27L2
NM_032037.4	TSSK6
NM_032038.3	SPNS1
NM_032039.4	FAM234A
NM_032040.5	CCDC8
NM_032041.3	NCALD
NM_032042.6	FAM172A
NM_032043.3	BRIP1
NM_032044.4	REG4
NM_032047.5	B3GNT5
NM_032048.3	EMILIN2
NM_032088.2	PCDHGA8
NM_032102.4	SRSF8
NM_032108.4	SEMA6B
NM_032109.3	OTP
NM_032110.3	DMRTA2
NM_032111.4	MRPL14
NM_032112.3	MRPL43
NM_032116.5	KATNAL1
NM_032117.4	MND1
NM_032118.4	WDR54
NM_032119.4	ADGRV1
NM_032120.4	RBM48
NM_032122.5	DTNBP1
NM_032124.5	HDHD2
NM_032125.3	TMEM222
NM_032126.5	TEX35
NM_032129.3	PLEKHN1
NM_032130.3	FAM186B
NM_032131.6	ARMC2
NM_032132.5	HORMAD1
NM_032133.6	MYCBPAP
NM_032134.3	QRICH2
NM_032135.4	FSCB
NM_032136.5	TKTL2
NM_032137.5	C3orf20
NM_032138.7	KBTBD7
NM_032139.3	ANKRD27
NM_032140.3	ENKD1
NM_032141.4	NSRP1
NM_032142.4	CEP192
NM_032143.4	ZRANB3
NM_032144.3	RAB6C
NM_032145.5	FBXO30
NM_032147.5	USP44
NM_032149.3	C4orf17
NM_032151.5	PCBD2
NM_032152.5	PRAM1
NM_032153.6	ZIC4
NM_032160.3	DSEL
NM_032164.4	ZNF394
NM_032167.5	SNX29
NM_032168.3	WDR75
NM_032169.5	ACAD11
NM_032172.3	USP42
NM_032174.6	TOMM40L
NM_032175.4	UTP15
NM_032177.4	PHAX
NM_032178.3	SLC7A6OS
NM_032182.4	ABRAXAS2
NM_032184.2	SYDE2
NM_032188.3	KAT8
NM_032192.4	PPP1R1B
NM_032193.4	RNASEH2C
NM_032194.3	RPF2
NM_032199.3	ARID5B
NM_032204.5	ASCC2
NM_032207.4	C19orf44
NM_032208.3	ANTXR1
NM_032211.7	LOXL4
NM_032214.4	SLA2
NM_032217.5	ANKRD17
NM_032219.4	SLC49A3
NM_032221.5	CHD6
NM_032222.3	MINDY4
NM_032223.4	PCNX3
NM_032226.3	ZCCHC7
NM_032227.4	TMEM164
NM_032228.6	FAR1
NM_032229.3	SLITRK6
NM_032230.3	METTL25
NM_032231.7	CIAO2A
NM_032233.3	SETD3
NM_032236.8	USP48
NM_032237.5	POMK
NM_032242.4	PLXNA1
NM_032243.6	TXNDC2
NM_032246.6	MEX3B
NM_032250.5	ANKRD20A1
NM_032251.6	CCDC88B
NM_032256.3	TMEM117
NM_032257.5	ZMYND12
NM_032259.4	WDR24
NM_032263.5	IQCG
NM_032264.6	NBPF3
NM_032266.4	C2orf16
NM_032268.5	ZNRF1
NM_032270.5	LRRC8C
NM_032271.3	TRAF7
NM_032272.5	MAF1
NM_032273.4	TMEM126A
NM_032279.4	ATP13A4
NM_032283.3	ZDHHC18
NM_032286.3	MED10
NM_032287.3	RTL6
NM_032288.7	FYTTD1
NM_032289.4	PSD2
NM_032290.4	SLF1
NM_032291.4	SGIP1
NM_032293.5	GARNL3
NM_032294.3	CAMKK1
NM_032299.4	DCUN1D5
NM_032301.3	FBXW9
NM_032302.4	PSMG3
NM_032303.5	HSDL2
NM_032304.4	HAGHL
NM_032305.3	POLR3GL
NM_032306.4	ALKBH7
NM_032307.5	C9orf64
NM_032309.4	CHCHD5
NM_032310.5	CARD19
NM_032311.5	POLDIP3
NM_032312.4	YIPF4
NM_032313.4	NOA1
NM_032314.4	COQ5
NM_032315.3	SLC25A33
NM_032316.3	NICN1
NM_032317.3	DNAJC30
NM_032319.3	PRADC1
NM_032320.7	BTBD10
NM_032322.4	RNF135
NM_032323.3	TMEM79
NM_032324.3	NTPCR
NM_032326.4	TMEM175
NM_032328.4	EFCAB2
NM_032329.6	ING5
NM_032330.3	CAPNS2
NM_032331.4	EEF1AKMT4
NM_032333.5	PRXL2A
NM_032334.3	UTP23
NM_032336.3	GINS4
NM_032338.4	LLPH
NM_032339.5	MIEN1
NM_032340.4	UQCC2
NM_032341.5	DDI2
NM_032342.3	PGAP4
NM_032343.3	CHCHD6
NM_032344.4	NUDT22
NM_032345.3	PYM1
NM_032346.2	PDCD2L
NM_032348.4	MXRA8
NM_032349.3	NUDT16L1
NM_032351.6	MRPL45
NM_032352.4	BRMS1L
NM_032353.4	VPS25
NM_032355.4	MON1A
NM_032357.4	CCDC115
NM_032358.4	CCDC77
NM_032359.4	CMSS1
NM_032360.4	ACBD6
NM_032361.4	THOC3
NM_032364.6	DNAJC14
NM_032366.5	METTL26
NM_032367.4	ZBED3
NM_032368.5	LZIC
NM_032369.4	HVCN1
NM_032372.6	DYDC2
NM_032373.5	PCGF5
NM_032376.4	TMEM101
NM_032377.4	ELOF1
NM_032380.5	GFM2
NM_032382.5	COG8
NM_032383.5	HPS3
NM_032385.5	FAXDC2
NM_032387.5	WNK4
NM_032389.6	ARFGAP2
NM_032390.5	NIFK
NM_032391.3	PRAC1
NM_032408.4	BAZ1B
NM_032409.3	PINK1
NM_032410.4	HOOK3
NM_032411.3	ECRG4
NM_032412.4	CYSTM1
NM_032414.3	PROK1
NM_032415.7	CARD11
NM_032417.4	SPANXD
NM_032420.5	PCDH1
NM_032423.3	ZNF528
NM_032424.3	MSANTD4
NM_032427.4	MAML2
NM_032430.2	BRSK1
NM_032433.4	ZNF333
NM_032434.4	ZNF512
NM_032435.3	MAP3K21
NM_032436.4	CHAMP1
NM_032437.4	EFCAB7
NM_032438.4	L3MBTL3
NM_032439.4	PHYHIPL
NM_032442.3	NEURL4
NM_032444.4	SLX4
NM_032447.5	FBN3
NM_032448.3	FAM120B
NM_032450.3	MROH1
NM_032451.2	SPIRE2
NM_032453.2	ZNF527
NM_032461.4	SPANXB1
NM_032464.3	LAT2
NM_032476.4	MRPS6
NM_032477.3	MRPL41
NM_032478.4	MRPL38
NM_032479.4	MRPL36
NM_032482.3	DOT1L
NM_032484.5	GHDC
NM_032485.6	MCM8
NM_032486.4	DCTN5
NM_032487.5	ACTRT3
NM_032488.4	CNFN
NM_032489.3	ACRBP
NM_032490.5	GON7
NM_032492.4	JAGN1
NM_032493.4	AP1M1
NM_032494.3	ZC3H8
NM_032495.6	HOPX
NM_032496.4	ARHGAP9
NM_032497.3	ZNF559
NM_032498.3	RHOXF2
NM_032501.4	ACSS1
NM_032505.3	KBTBD8
NM_032507.4	PGBD1
NM_032508.4	TMEM185A
NM_032509.4	MAK16
NM_032510.4	PARD6G
NM_032511.4	FAXC
NM_032514.4	MAP1LC3A
NM_032515.5	BOK
NM_032517.6	LYZL1
NM_032520.5	GNPTG
NM_032521.3	PARD6B
NM_032523.4	OSBPL6
NM_032524.2	KRTAP4-4
NM_032525.3	TUBB6
NM_032526.3	NT5C1A
NM_032530.2	ZNF594
NM_032531.4	KIRREL3
NM_032532.3	FNDC1
NM_032536.4	NTNG2
NM_032538.3	TTBK1
NM_032539.5	SLITRK2
NM_032545.4	CFC1
NM_032549.4	IMMP2L
NM_032551.5	KISS1R
NM_032552.4	DAB2IP
NM_032553.3	GPR174
NM_032554.4	HCAR1
NM_032557.6	USP38
NM_032558.3	MFSD14B
NM_032559.5	KIF2B
NM_032561.5	C22orf23
NM_032562.5	PLA2G12B
NM_032563.2	LCE3D
NM_032564.5	DGAT2
NM_032565.5	EBPL
NM_032566.3	SPINK7
NM_032567.4	SPZ1
NM_032569.4	GLYR1
NM_032571.5	ADGRE3
NM_032572.4	RNASE7
NM_032575.3	GLIS2
NM_032578.4	MYPN
NM_032579.3	RETNLB
NM_032581.4	FAM126A
NM_032582.4	USP32
NM_032584.3	ZNF347
NM_032587.4	CARD6
NM_032588.4	TRIM63
NM_032590.5	KDM2B
NM_032592.4	ACCS
NM_032593.3	HINT2
NM_032594.4	INSM2
NM_032595.5	PPP1R9B
NM_032596.4	C9orf24
NM_032597.5	MS4A14
NM_032600.3	CCDC54
NM_032601.4	MCEE
NM_032602.2	GJA10
NM_032603.5	LOXL3
NM_032604.4	ABHD1
NM_032607.3	CREB3L3
NM_032608.7	MYO18B
NM_032609.3	COX4I2
NM_032611.3	PTP4A3
NM_032620.4	GTPBP3
NM_032621.4	BEX2
NM_032623.4	MGARP
NM_032627.5	SSBP4
NM_032630.3	CINP
NM_032632.5	PAPOLA
NM_032634.4	PIGO
NM_032635.4	TMEM147
NM_032638.5	GATA2
NM_032641.4	SPSB2
NM_032642.3	WNT5B
NM_032646.6	TTYH2
NM_032648.3	FAM167B
NM_032649.6	CNDP1
NM_032656.4	DHX37
NM_032663.5	USP30
NM_032664.3	FUT10
NM_032673.3	PCGF1
NM_032681.4	TRIM51
NM_032683.3	MPV17L2
NM_032689.5	ZNF607
NM_032693.3	NAA11
NM_032701.4	KMT5C
NM_032704.5	TUBA1C
NM_032709.3	PYROXD2
NM_032717.5	GPAT3
NM_032718.5	MFSD9
NM_032725.4	BUD13
NM_032726.4	PLCD4
NM_032727.4	INA
NM_032728.4	PLPP7
NM_032730.5	RTN4IP1
NM_032731.4	TXNDC17
NM_032735.3	BEST3
NM_032737.4	LMNB2
NM_032738.4	FCRLA
NM_032740.4	SFT2D3
NM_032744.4	ADTRP
NM_032752.3	ZNF496
NM_032756.4	HPDL
NM_032758.4	PHF5A
NM_032772.6	ZNF503
NM_032775.4	KLHL22
NM_032776.3	JMJD1C
NM_032777.10	ADGRA2
NM_032780.4	TMEM25
NM_032782.5	HAVCR2
NM_032783.5	CBR4
NM_032784.5	RSPO3
NM_032785.4	AGBL4
NM_032786.3	ZC3H10
NM_032787.3	ADGRG7
NM_032788.3	ZNF514
NM_032789.5	PARP10
NM_032793.5	MFSD2A
NM_032795.3	RPUSD4
NM_032796.4	SYAP1
NM_032797.6	AIFM2
NM_032799.5	ZDHHC12
NM_032800.3	C1orf198
NM_032801.5	JAM3
NM_032802.4	SPPL2A
NM_032803.6	SLC7A3
NM_032804.6	ADO
NM_032805.3	ZSCAN10
NM_032806.6	POMGNT2
NM_032808.7	LINGO1
NM_032811.3	TBRG1
NM_032812.9	PLXDC2
NM_032813.5	TMTC4
NM_032815.4	NFATC2IP
NM_032816.5	CEP89
NM_032818.3	ARHGEF39
NM_032824.3	TMEM87B
NM_032825.5	ZNF382
NM_032826.5	SLC35B4
NM_032827.7	ATOH8
NM_032828.4	ZNF587
NM_032829.3	FAM222A
NM_032830.3	UTP4
NM_032832.6	LRP11
NM_032833.5	PPP1R15B
NM_032834.4	ALG10
NM_032836.3	FIZ1
NM_032839.3	SLC49A4
NM_032840.3	SPRYD3
NM_032842.4	TMEM209
NM_032843.5	FIBCD1
NM_032846.4	RAB2B
NM_032847.3	C8orf76
NM_032848.3	RITA1
NM_032849.4	MEDAG
NM_032852.4	ATG4C
NM_032854.4	CORO6
NM_032856.5	WDR73
NM_032857.5	LACTB
NM_032858.3	MAEL
NM_032859.3	ABHD13
NM_032860.5	LTV1
NM_032861.4	SERAC1
NM_032862.5	TIGD5
NM_032864.4	PRPF38A
NM_032865.6	TNS4
NM_032866.5	CGNL1
NM_032869.4	NUDCD1
NM_032870.4	PNISR
NM_032873.5	UBASH3B
NM_032875.3	FBXL20
NM_032876.6	AJUBA
NM_032878.5	ALKBH6
NM_032880.5	IGSF21
NM_032881.3	LSM10
NM_032882.6	PNMA6A
NM_032885.6	ATG4D
NM_032888.4	COL27A1
NM_032889.5	MFSD5
NM_032892.5	FRMD5
NM_032898.5	CEP19
NM_032900.6	ARHGAP19
NM_032901.4	COX14
NM_032905.5	RBM17
NM_032906.5	PYURF
NM_032907.5	UBL7
NM_032918.3	RERG
NM_032924.5	ZNF3
NM_032926.3	TCEAL3
NM_032928.4	TMEM141
NM_032930.3	CFAP300
NM_032932.6	RAB11FIP4
NM_032933.6	TMEM241
NM_032935.3	MT4
NM_032936.4	TMEM60
NM_032940.3	POLR2C
NM_032946.2	NXF5
NM_032947.5	SMIM3
NM_032951.3	MLXIPL
NM_032959.6	POLR2J2
NM_032960.4	MAPKAPK2
NM_032961.3	PCDH10
NM_032963.4	CCL14
NM_032965.6	CCL15
NM_032968.5	PCDH11X
NM_032970.4	SEC22C
NM_032973.2	PCDH11Y
NM_032977.4	CASP10
NM_032982.4	CASP2
NM_032989.3	BAD
NM_032998.3	DEDD
NM_032999.4	GTF2I
NM_033004.4	NLRP1
NM_033022.4	RPS24
NM_033025.6	SYDE1
NM_033026.6	PCLO
NM_033027.4	CSRNP1
NM_033028.5	BBS4
NM_033030.6	BOLL
NM_033031.3	CCNB3
NM_033032.3	KRTAP2-2
NM_033033.4	KRT82
NM_033034.3	TRIM5
NM_033035.5	TSLP
NM_033036.3	GAL3ST3
NM_033043.2	CGB5
NM_033045.4	KRT84
NM_033048.6	CPXCR1
NM_033049.4	MUC13
NM_033050.6	SUCNR1
NM_033051.4	SLC46A2
NM_033053.3	DMRTC1
NM_033054.3	MYO1G
NM_033055.3	MFSD14A
NM_033057.2	OR2B2
NM_033059.4	KRTAP4-11
NM_033061.3	KRTAP4-7
NM_033062.4	KRTAP4-2
NM_033063.2	MAP6
NM_033064.5	ATCAY
NM_033066.3	MPP4
NM_033067.3	DMRTB1
NM_033068.3	ACP4
NM_033070.3	HDHD5
NM_033082.4	SARNP
NM_033083.7	EAF1
NM_033085.3	FATE1
NM_033087.4	ALG2
NM_033088.4	STRIP1
NM_033089.7	ZCCHC3
NM_033091.3	TRIM4
NM_033100.4	CDHR1
NM_033101.4	LGALS12
NM_033102.3	SLC45A3
NM_033103.5	RHPN2
NM_033105.6	DNAJC5B
NM_033106.4	GALP
NM_033107.4	GTPBP10
NM_033108.3	HSFY1
NM_033109.5	PNPT1
NM_033112.4	RRP36
NM_033113.3	ZNF628
NM_033114.4	ZCRB1
NM_033116.6	NEK9
NM_033117.4	RBM18
NM_033118.4	MYLK2
NM_033119.5	NKD1
NM_033120.4	NKD2
NM_033121.2	ANKRD13A
NM_033122.4	CABS1
NM_033123.4	PLCZ1
NM_033124.5	CCDC65
NM_033125.4	SLC22A16
NM_033126.3	PSKH2
NM_033127.4	SEC16B
NM_033129.4	SCRT2
NM_033130.5	SIGLEC10
NM_033131.4	WNT3A
NM_033132.5	ZIC5
NM_033133.5	CNP
NM_033138.4	CALD1
NM_033159.4	HYAL1
NM_033160.7	ZNF658
NM_033161.4	SURF4
NM_033163.5	FGF8
NM_033176.2	NKX2-4
NM_033177.4	GPANK1
NM_033179.2	OR51B4
NM_033180.5	OR51B2
NM_033182.7	FBXO44
NM_033183.3	CGB8
NM_033184.4	KRTAP2-4
NM_033185.3	KRTAP3-3
NM_033187.2	KRTAP4-3
NM_033188.4	KRTAP4-5
NM_033191.3	KRTAP9-4
NM_033194.3	HSPB9
NM_033195.3	LDHAL6B
NM_033196.3	ZNF682
NM_033197.3	BPIFB1
NM_033198.4	PIGS
NM_033199.4	UCN2
NM_033200.3	LMF2
NM_033201.3	BMERB1
NM_033204.4	ZNF101
NM_033207.5	OPALIN
NM_033208.4	TIGD7
NM_033211.4	MACIR
NM_033212.4	CCDC102A
NM_033213.5	ZNF670
NM_033214.3	GK2
NM_033215.5	PPP1R3F
NM_033222.5	PSIP1
NM_033223.5	GABRG3
NM_033224.5	PURB
NM_033225.6	CSMD1
NM_033229.3	TRIM15
NM_033238.3	PML
NM_033255.5	EPSTI1
NM_033256.3	PPP1R14A
NM_033257.4	DGCR6L
NM_033258.2	GNG8
NM_033259.3	CAMK2N2
NM_033260.4	FOXQ1
NM_033261.3	IDI2
NM_033266.4	ERN2
NM_033267.5	IRX2
NM_033272.4	KCNH7
NM_033274.5	ADAM19
NM_033276.4	ATP23
NM_033277.2	LACRT
NM_033278.4	TRIM3
NM_033280.4	SEC11C
NM_033281.6	MRPS36
NM_033282.4	OPN4
NM_033284.2	TBL1Y
NM_033285.4	TP53INP1
NM_033286.4	KNSTRN
NM_033296.3	MRFAP1
NM_033305.3	VPS13A
NM_033309.3	B3GNT9
NM_033310.3	KCNK4
NM_033315.4	RASL10B
NM_033317.5	DMKN
NM_033318.5	SMDT1
NM_033328.3	CAPZA3
NM_033331.4	CDC14B
NM_033334.4	NR6A1
NM_033337.3	CAV3
NM_033343.4	LHX4
NM_033347.2	KCNK7
NM_033362.4	MRPS12
NM_033364.4	CFAP91
NM_033377.2	CGB1
NM_033378.2	CGB2
NM_033380.3	COL4A5
NM_033386.4	MICALL1
NM_033387.4	FAM78A
NM_033388.2	ATG16L2
NM_033390.2	ZC3H12C
NM_033394.3	TANC1
NM_033395.2	CEP295
NM_033396.3	TNKS1BP1
NM_033400.3	ZFHX2
NM_033401.5	CNTNAP4
NM_033402.5	LRRCC1
NM_033409.4	SLC52A3
NM_033411.5	RWDD2A
NM_033412.4	SLC25A51
NM_033413.4	LRRC46
NM_033414.3	ZNF622
NM_033416.3	IMP4
NM_033417.2	HAUS8
NM_033418.4	METTL18
NM_033419.5	PGAP3
NM_033421.4	SNX21
NM_033423.5	GZMH
NM_033426.3	CIPC
NM_033427.3	CTTNBP2
NM_033428.3	DMAC1
NM_033429.3	CALML4
NM_033438.4	SLAMF9
NM_033439.4	IL33
NM_033440.3	CELA2A
NM_033445.3	H2AW
NM_033446.3	MVB12B
NM_033448.3	KRT71
NM_033449.3	FCHSD1
NM_033452.3	TRIM47
NM_033453.4	ITPA
NM_033467.4	MMEL1
NM_033468.4	ZNF257
NM_033480.3	FBXO9
NM_033482.4	POM121L2
NM_033486.3	CDK11B
NM_033504.4	TMEM54
NM_033505.4	SELENOI
NM_033506.3	FBXO24
NM_033510.3	DISP2
NM_033512.3	TSPYL5
